Summary,Issue key,Issue Type,Status,Priority,Resolution,Created,Resolved,Fix versions,Labels,Labels,Labels,Labels,Description,Environment,Custom field (Severity),Sprint,Sprint,Sprint,Custom field (Story Points)
[Bambora Adjustments] Error on processing Bambora Adjustments,OBN1-14270,Bug,Done,P1 ,,10/24/2023 10:32,,OBN 1.44,bambora,Payments,,,"*Steps to reproduce:*

# *Import reports:*

[^20230902150000_OBNGLOBAL_GBP.csv]
[^20230901150000_OBNGLOBAL_GBP.csv]

*2. Run commands:*
php bin/console bambora:match:transactions
php bin/console bambora:process:refunds
php bin/console bambora:process:negative:chargebacks
php bin/console bambora:process:remains

*Expected result:*

Remains are successfully processed. Payment for remains/adjustments is created.

*Actual result;*
Errors are received in logs

{noformat}[2023-10-24T09:14:53.142011+00:00] app.ERROR: PaymentService error: 40-38 --> Insufficient transferring funds(account: 5f60e6ce-b4ae-4f8f-9a78-c8b873b341f8, minor units: 10010, already in transfer: 0, transferring: -1). Trace:  #0 AbstractPaymentService.php:138: App\Entity\Payment\Account->increaseTransferringMinorUnits(..) #1 VirtualPaymentService.php:77: App\Service\Payment\AbstractPaymentService->transferMoney(..) #4 VirtualPaymentService.php:87: App\Doctrine\EntityManager\CustomEntityManager->retryableTransaction(..) #5 PaymentProcessor.php:54: App\Service\Payment\VirtualPaymentService->transfer(..) #6 BamboraRemainsService.php:338: App\Service\Payment\PaymentProcessor->process(..) #7 BamboraRemainsService.php:71: App\Service\Payment\Bambora\BamboraRemainsService->transferAdjustments(..) #8 BamboraRemainsHandler.php:68: App\Service\Payment\Bambora\BamboraRemainsService->process(..) #9 HandleMessageMiddleware.php:63: App\MessageHandler\Payment\BamboraRemainsHandler->__invoke(..) #10 SendMessageMiddleware.php:74: Symfony\Component\Messenger\Middleware\HandleMessageMiddleware->handle(..) [] []
[2023-10-24T09:14:53.142495+00:00] app.ERROR: Bambora remaining processing failed. Error: App\Exception\Core\DomainException. Code: 0 Message: Insufficient transferring funds(account: 5f60e6ce-b4ae-4f8f-9a78-c8b873b341f8, minor units: 10010, already in transfer: 0, transferring: -1) Trace:  #0 AbstractPaymentService.php:138: App\Entity\Payment\Account->increaseTransferringMinorUnits(..) #1 VirtualPaymentService.php:77: App\Service\Payment\AbstractPaymentService->transferMoney(..) #4 VirtualPaymentService.php:87: App\Doctrine\EntityManager\CustomEntityManager->retryableTransaction(..) #5 PaymentProcessor.php:54: App\Service\Payment\VirtualPaymentService->transfer(..) #6 BamboraRemainsService.php:338: App\Service\Payment\PaymentProcessor->process(..) #7 BamboraRemainsService.php:71: App\Service\Payment\Bambora\BamboraRemainsService->transferAdjustments(..) #8 BamboraRemainsHandler.php:68: App\Service\Payment\Bambora\BamboraRemainsService->process(..) #9 HandleMessageMiddleware.php:63: App\MessageHandler\Payment\BamboraRemainsHandler->__invoke(..) #10 SendMessageMiddleware.php:74: Symfony\Component\Messenger\Middleware\HandleMessageMiddleware->handle(..) [] []
{noformat}

Payment for remains/adjustments is not created. Remains record has “FAILED” status in “{{payment_bambora_remains_adjustments}}“ table ",,S1,102,,,5
"[Prod] Error received on attempt to create ""repaymentRR"" payment",OBN1-14204,Bug,Done,P1 ,,10/19/2023 15:55,,OBN 1.43.1,HotFix,,,,"!image-20231019-145632.png|width=1193,height=765!",,S1,101,,,1
[Prod] Referrer fee not paid for Bambora Refunds,OBN1-14195,Bug,Done,P1 ,,10/18/2023 12:33,,OBN 1.43.1,HotFix,,,,"*Steps:*

# A Refund is received in Bambora report
# Run the “{{bambora:process:refunds}}“ step

*Expected result:*

The Refund should be successfully processed.

All splittings should be processed and have “is_read = 1“

*Actual result:*

Referrer fee for Bambora Refund payment is not created.

There are splitting that remain with  “is_read = 0“, even if payment was successfully created.",,,101,,,2
[Internal API] Success response is received when a request to create referrer with not all configs is sent,OBN1-14134,Bug,To Do,P4,,10/13/2023 13:57,,,,,,,"*Steps to reproduce:*

# Authenticate with Operator Admin credentials
# Send “POST” request to “{{Domain}}/user/referrer“ endpoint using attached body (2 configs missing in body)

*Expected result:*

400 status code is received. Validation message is received in response body

*Actual result:*

200 status code is received. Referrer is created with missing configs:

!image-20231013-130047.png|width=970,height=878!",,S3,150,,,
"[Sandbox] Error on execution of ""Create users"" step",OBN1-14133,Bug,Done,P1 ,,10/13/2023 13:37,,OBN 1.43,,,,,"+Preconditions:+

# Use Sandbox

+Steps:+

# Include “Create users“ step in the workflow
# Execute the workflow

+Expected result:+

Step is successfully executed

+Actual result:+

Step error is received",,,101,,,3
"[Ext-API] ""bankDetails"" should not be mandatory on Submitting application data",OBN1-14095,Bug,Done,P1 ,,10/11/2023 8:25,,OBN 1.43,,,,,"*Preconditions:*

# Referrer that uses API existis in “payment_referrers” table
# Application is created for the Referrer

*Steps to reproduce:*

# Authenticate using Referrer API credentials
# Send “POST“ request to “/ext-ref/merchant-onboarding/{{ExtApplicUuid}}“ endpoint without ““bankDetails” section
(for CA endpoint also - /ext-ref/ca/merchant-onboarding/{{ExtApplicUuid}} )

*Expected result:*

200 response code is received. Application details are submitted

*Actual result:*

400 response code is received. Application data is not submitted

!image-20231011-072945.png|width=1536,height=924!

*NOTE:* This bug also affects [https://cardstream.atlassian.net/browse/OBN1-13752|https://cardstream.atlassian.net/browse/OBN1-13752|smart-link] AC 3 and AC 6. Those ACs need to be retested once the bug is fixed.",,S3,101,,,3
"[External] Referrer can submit merchant details without value for ""existingGatewayCustomerId"" field",OBN1-14076,Bug,Done,P3,,10/10/2023 15:51,,OBN 1.49,,,,,"*Steps to reproduce:*

# Send POST request to endpoint {{/ext-ref/merchant-onboarding/:applicationUuid}} using body from attachment
# In body for {{existingGateway}} indicate the {{Carstream Limited}} value and do not provided the value for {{existingGatewayCustomerId}} field

!image-20231010-145636.png|width=974,height=498!

*Expected result:*

Validation error is displayed in response body. Merchant details are not submitted

*Actual result:*

Merchant details are submitted successfully ",,S4,106,,,1
Inactive Referrer user has possibility to reset his password ,OBN1-14026,Bug,Done,P2,,10/6/2023 15:24,,OBN 1.45,,,,,"*Preconditions:* create a Referrer

# User doesn’t receive email notification
# User profile is created and is not active

*Steps to reproduce:*

# Enter email in forgot password field and send request

*Expected result:*

Error on login form - user can’t sent request

*Actual result:*

Reset password is sent to user",,,102,,,1
"[External Onboarding] 500 status code received on submitting Application details using string for ""ownership""",OBN1-14015,Bug,Done,P1 ,,10/6/2023 8:00,,OBN 1.43,,,,,"*Steps to reproduce:*

# Authenticate using Referrer API credentials
# Send “POST” request to “/ext-ref/merchant-onboarding/{{ExtApplicUuid}}“ using string values for “ownership”

*Expected result:*

400 status code received. “{{This value should be of type integer.}}“ message is returned in response body

*Actual result:*

!image-20231006-071132.png|width=1490,height=866!",,,100,,,2
[UI] Incorrect link redirection,OBN1-13988,Bug,Done,P4,,10/4/2023 8:30,,OBN 1.48,,,,,"*Steps to reproduce:*

# Login as admin user
# Navigate on the {{Merchants -> Merchants}}
# Sort merchants by desc order
#  Expand a merchant and copy the link from URL (example from the stage: [https://portal.stage.obnglobal.com/merchants/merchants/e6d77488-5cb5-4f79-b2d8-9a72a70bc8e9/billing-plan/sale-refund?page=2&per_page=20|https://portal.stage.obnglobal.com/merchants/merchants/e6d77488-5cb5-4f79-b2d8-9a72a70bc8e9/billing-plan/sale-refund?page=2&per_page=20|smart-link] )
# Navigate on the another menu (for example to “Referrers“)
# Paste the copied link in URL and follow it

*Expected result:*

User is redirected to the previous expanded merchant

*Actual result:*

User is redirected to the merchant’s list

+*Note*+: this works for other pages also",,S4,105,,,3
[PROD] Locale missing from authentication request on External documentation,OBN1-13938,Bug,Done,P1 ,,10/2/2023 15:35,,OBN 1.43.1,,,,,"*Steps to reproduce:*

# Navigate to '[http://localhost:444/login|http://localhost:444/login]' 
# Clicks on “Log in” button
# Fill “API Secret” & “API Key“ fields
# Click on “Log in” button

*Expected result:*

User is successfully authenticated

*Actual result:*

!image-20231002-143527.png|width=1909,height=994!",,S1,101,,,1
"After updating the referrer's billing plan, commercial offer for the merchant under referrer is not generated correctly",OBN1-13937,Bug,Done,P1 ,,10/2/2023 14:29,,OBN 1.43,,,,,"*Preconditions:*

Both versions of commercial offer documents are present in the db, “core_documents” table.

!image-20231002-133107.png|width=1095,height=110!

*Steps to reproduce:*

# Navigate to “Merchants”>”Open Applications” page.
# Extend any merchant which has generated but unsigned commercial offer.
# Download the offer.
# Go to merchant’s referrer.
# Modify referrer’s billing plan.
# Save modifications.
# Go back to the merchant and refresh the page.
# Download the offer again.
# Compare the two downloaded documents.

*Expected result:* 

Both documents contain valid information about the merchant.

*Actual result:*

The merchant’s information is different in the updated commercial offer.
The pages of the offer are multiplied for every merchant updated.

*Notes:*

DB dump attached.
Application ID = 151, Referrer ID = 9.",,,100,,,2
[API-doc] Missing parameters and fields description in external documentation,OBN1-13754,Bug,Done,P2,,9/25/2023 7:21,,OBN 1.42,External,,,,"!image-20230925-062449.png|width=1909,height=989!",,S2,99,,,1
[Billing Plan] RR% not updated on update Merchant risk controls,OBN1-13743,Bug,Done,P1 ,,9/21/2023 9:56,,OBN 1.42,Analysis,Commercial_Offer,Merchant_Onboarding,,"*Preconditions:*

# Active merchant exists
# Merchant has 0.00 % for “*Rolling reserve (%)*” field

*Steps to reproduce:*

# Log in as Operator Admin
# Navigate to “Merchants”>”Merchants”>”Billing Plan”>”Risk Controls” tab
# Click on “Edit” icon
# Change the “Rolling Reserve (%)” to a value greater than 0
# Click “Save” button

*Expected result:*

The “Rolling Reserve (%)” value is saved. New value is displayed on ”Risk Controls” tab

*Actual result:*

The value is not save

*Dump:*

Merchant id 227



+Note for QAs:+

To be tested:

* Update RR for an active merchant when initial RR value = 0
* Update RR in commercial offer for an open application when initial RR value = 0
* Apply RR for merchant’s RTPs when initial RR value = 0",,,99,,,5
"[Fixtures] ""Know your client"" phases are missing from WFs in UI",OBN1-13651,Bug,Done,P3,,9/18/2023 7:48,,OBN 1.42,Fixtures,,,,"*WF phases in DB:*

!image-20230918-064904.png|width=1117,height=350!

*Steps to reproduce:*

# Log in as Operator Admin
# Navigate to “Settings”>”Workflows” 
# Create a WF
# Check phases displayed on “Steps selection” page

*Expected result:*

“Know Your Client” phases are present

*Actual Result:*

“Know Your Client” phases are missing

!image-20230918-065049.png|width=1263,height=476!",,S4,99,,,2
[Kompli] documents for new created contacts are not uploaded,OBN1-13638,Bug,Done,P2,,9/14/2023 15:10,,OBN 1.42,,,,,"Precondition:

Steps to reproduce:

# Log in as Operator admin user
# Navigate on “Merchants“ → “open applications“ and expand application
# Click on “Application status“ tab and expand “Know-your client-pre-activation“ phase
# Click on “Upload documents“ button
# Expand the officer and upload documents for identity/address
# Click “Save“ button

*Expected result:*

officer doesn’t displays anymore in the pop-up. after all documents are uploaded for all officers - request to Kompli is sent. Documets are stored in DB

*Actual result:*

document are not stored in DB - request is not sent to Kompli after all documents are uploaded for all officers. 

!image-20230914-141659.png|width=1456,height=433!

!image-20230914-141836.png|width=1887,height=706!",,S2,99,,,1
"[API] Users with ""REFERRERS_FULL"" permission can get all available workflows",OBN1-13608,Bug,Done,P3,,9/13/2023 11:44,,OBN 1.42,,,,,"*Precondition*: 

1. user (not admin) has “REFERRERS_FULL“ permissions

2. WF exists in the “workflow_workflow“ table

*Steps to reproduce:*

# Using as auth token for user sent GET request to {{workflow/by-type/ONBOARDING?offset=0&limit=20}} endpoint
# Check the response body

*Expected result:*

“Operation not allowed“ message displays in the response body. Only Operator can user has access to WF

*Actual result:*

user has access to all available WF. On UI works fine

!image-20230913-104343.png|width=1898,height=659!

!image-20230913-104411.png|width=1373,height=796!",,S2,99,,,1
Invalid error on activate/deativate an outlet/mpa if server response with error,OBN1-13552,Bug,Done,P1 ,,9/11/2023 13:23,,OBN 1.42,,,,,"*Precondition*: active merchant with outlet and mpa exists. Hexobox server is down

*Steps to reproduce:*

# Log in as Operator admin user
# Navigate on “merchants“ > “merchants“ page and expand a merchant
# Click on “outlets“ tab
# Click on tooggle button to deactivate an mpa

*Expected result:*

AN error is displayed on UI, mpa is not deactivated

*Actual result:*

{{""Token authentication required""}} error message is returned

!image-20230911-122218.png|width=1906,height=749!",,S2,99,,,1
"New organization business types are not added in fixtures for ""Audit"" WF",OBN1-13542,Bug,Done,P2,,9/11/2023 12:43,,OBN 1.42,,,,,"*Steps to reproduce:*

# Create new DB
# Run fixtures
# Check the “workflow_workflows“ table “business_types“ values for the MERCHANT_AUDIT WF

*Expected result:*

Merchant audit workflow for incorporated/corporates organizations contains also new business types

*Actual result:*

Merchant audit workflow for incorporated/corporates organizations contains only old business types

!image-20230911-114255.png|width=1445,height=708!",,,99,,,1
